,hour,month,date,year,values
0,0.0,1.0,1.0,2019.0,5.6
1,1.0,1.0,1.0,2019.0,7.999999999999998
2,2.0,1.0,1.0,2019.0,7.999999999999998
3,3.0,1.0,1.0,2019.0,5.2
4,4.0,1.0,1.0,2019.0,1.1999999999999993
5,5.0,1.0,1.0,2019.0,7.200000000000001
6,6.0,1.0,1.0,2019.0,9.2
7,7.0,1.0,1.0,2019.0,7.800000000000001
8,8.0,1.0,1.0,2019.0,9.000000000000002
9,9.0,1.0,1.0,2019.0,9.6
10,10.0,1.0,1.0,2019.0,7.400000000000001
11,11.0,1.0,1.0,2019.0,13.2
12,12.0,1.0,1.0,2019.0,9.4
13,13.0,1.0,1.0,2019.0,10.2
14,14.0,1.0,1.0,2019.0,10.199999999999998
15,15.0,1.0,1.0,2019.0,12.0
16,16.0,1.0,1.0,2019.0,6.800000000000001
17,17.0,1.0,1.0,2019.0,7.599999999999999
18,18.0,1.0,1.0,2019.0,8.000000000000002
19,19.0,1.0,1.0,2019.0,7.800000000000001
20,20.0,1.0,1.0,2019.0,9.800000000000002
21,21.0,1.0,1.0,2019.0,12.399999999999999
22,22.0,1.0,1.0,2019.0,7.6000000000000005
23,23.0,1.0,1.0,2019.0,9.2
24,0.0,1.0,2.0,2019.0,10.8
25,1.0,1.0,2.0,2019.0,4.800000000000001
26,2.0,1.0,2.0,2019.0,0.40000000000000036
27,3.0,1.0,2.0,2019.0,6.6
28,4.0,1.0,2.0,2019.0,7.6000000000000005
29,5.0,1.0,2.0,2019.0,-1.9999999999999982
30,6.0,1.0,2.0,2019.0,9.000000000000002
31,7.0,1.0,2.0,2019.0,14.000000000000002
32,8.0,1.0,2.0,2019.0,14.000000000000004
33,9.0,1.0,2.0,2019.0,10.200000000000001
34,10.0,1.0,2.0,2019.0,8.599999999999998
35,11.0,1.0,2.0,2019.0,9.4
36,12.0,1.0,2.0,2019.0,8.799999999999999
37,13.0,1.0,2.0,2019.0,4.8
38,14.0,1.0,2.0,2019.0,7.400000000000001
39,15.0,1.0,2.0,2019.0,0.5999999999999996
40,16.0,1.0,2.0,2019.0,2.4000000000000012
41,17.0,1.0,2.0,2019.0,5.8
42,18.0,1.0,2.0,2019.0,9.599999999999998
43,19.0,1.0,2.0,2019.0,11.600000000000001
44,20.0,1.0,2.0,2019.0,2.1999999999999993
45,21.0,1.0,2.0,2019.0,9.6
46,22.0,1.0,2.0,2019.0,14.799999999999999
47,23.0,1.0,2.0,2019.0,10.799999999999999
48,0.0,1.0,3.0,2019.0,6.6000000000000005
49,1.0,1.0,3.0,2019.0,5.4
50,2.0,1.0,3.0,2019.0,9.0
51,3.0,1.0,3.0,2019.0,10.200000000000001
52,4.0,1.0,3.0,2019.0,16.199999999999996
53,5.0,1.0,3.0,2019.0,17.2
54,6.0,1.0,3.0,2019.0,16.800000000000004
55,7.0,1.0,3.0,2019.0,-1.9999999999999982
56,8.0,1.0,3.0,2019.0,8.800000000000002
57,9.0,1.0,3.0,2019.0,-34.599999999999994
58,10.0,1.0,3.0,2019.0,-155.19999999999996
59,11.0,1.0,3.0,2019.0,-179.8
60,12.0,1.0,3.0,2019.0,-170.00000000000003
61,13.0,1.0,3.0,2019.0,-164.6
62,14.0,1.0,3.0,2019.0,-158.8
63,15.0,1.0,3.0,2019.0,-155.39999999999998
