,hour,month,date,year,values
0,0.0,1.0,1.0,2020.0,3.3120000000000003
1,1.0,1.0,1.0,2020.0,1.7569999999999997
2,2.0,1.0,1.0,2020.0,3.5800000000000005
3,3.0,1.0,1.0,2020.0,-0.15900000000000025
4,4.0,1.0,1.0,2020.0,2.7430000000000003
5,5.0,1.0,1.0,2020.0,0.8339999999999996
6,6.0,1.0,1.0,2020.0,-3.5519999999999987
7,7.0,1.0,1.0,2020.0,-6.301
8,8.0,1.0,1.0,2020.0,13.064
9,9.0,1.0,1.0,2020.0,12.639
10,10.0,1.0,1.0,2020.0,-1.487
11,11.0,1.0,1.0,2020.0,-0.1429999999999998
12,12.0,1.0,1.0,2020.0,-2.7919999999999994
13,13.0,1.0,1.0,2020.0,1.564
14,14.0,1.0,1.0,2020.0,-2.7570000000000006
15,15.0,1.0,1.0,2020.0,-0.5659999999999998
16,16.0,1.0,1.0,2020.0,-10.117
17,17.0,1.0,1.0,2020.0,0.29499999999999815
18,18.0,1.0,1.0,2020.0,5.109999999999999
19,19.0,1.0,1.0,2020.0,5.962999999999999
20,20.0,1.0,1.0,2020.0,0.4169999999999998
21,21.0,1.0,1.0,2020.0,3.606
22,22.0,1.0,1.0,2020.0,1.6049999999999995
23,23.0,1.0,1.0,2020.0,2.6399999999999997
24,0.0,1.0,2.0,2020.0,1.5039999999999996
25,1.0,1.0,2.0,2020.0,3.242
26,2.0,1.0,2.0,2020.0,1.8079999999999998
27,3.0,1.0,2.0,2020.0,1.2680000000000007
28,4.0,1.0,2.0,2020.0,2.604
29,5.0,1.0,2.0,2020.0,1.854
30,6.0,1.0,2.0,2020.0,-5.099999999999999
31,7.0,1.0,2.0,2020.0,-7.793
32,8.0,1.0,2.0,2020.0,13.062999999999999
33,9.0,1.0,2.0,2020.0,11.866
34,10.0,1.0,2.0,2020.0,3.763
35,11.0,1.0,2.0,2020.0,4.57
36,12.0,1.0,2.0,2020.0,7.316
37,13.0,1.0,2.0,2020.0,7.725
38,14.0,1.0,2.0,2020.0,5.942
39,15.0,1.0,2.0,2020.0,5.999
40,16.0,1.0,2.0,2020.0,2.4719999999999995
41,17.0,1.0,2.0,2020.0,4.356999999999999
42,18.0,1.0,2.0,2020.0,13.015999999999998
43,19.0,1.0,2.0,2020.0,12.248
44,20.0,1.0,2.0,2020.0,1.412
45,21.0,1.0,2.0,2020.0,4.053
46,22.0,1.0,2.0,2020.0,1.4779999999999998
47,23.0,1.0,2.0,2020.0,3.1689999999999996
48,0.0,1.0,3.0,2020.0,3.9610000000000003
49,1.0,1.0,3.0,2020.0,3.2680000000000007
50,2.0,1.0,3.0,2020.0,3.371
51,3.0,1.0,3.0,2020.0,3.742
52,4.0,1.0,3.0,2020.0,2.2990000000000004
53,5.0,1.0,3.0,2020.0,0.5410000000000004
54,6.0,1.0,3.0,2020.0,-6.053999999999999
55,7.0,1.0,3.0,2020.0,-4.402000000000001
56,8.0,1.0,3.0,2020.0,12.838999999999999
57,9.0,1.0,3.0,2020.0,14.832999999999998
58,10.0,1.0,3.0,2020.0,2.8529999999999998
59,11.0,1.0,3.0,2020.0,6.090999999999999
60,12.0,1.0,3.0,2020.0,6.026000000000001
61,13.0,1.0,3.0,2020.0,3.497
62,14.0,1.0,3.0,2020.0,8.305
63,15.0,1.0,3.0,2020.0,4.808999999999999
64,16.0,1.0,3.0,2020.0,-1.295
65,17.0,1.0,3.0,2020.0,6.026
66,18.0,1.0,3.0,2020.0,8.455
67,19.0,1.0,3.0,2020.0,7.325
68,20.0,1.0,3.0,2020.0,5.06
69,21.0,1.0,3.0,2020.0,0.6150000000000002
70,22.0,1.0,3.0,2020.0,3.702
71,23.0,1.0,3.0,2020.0,-0.2850000000000006
72,0.0,1.0,4.0,2020.0,3.309
73,1.0,1.0,4.0,2020.0,2.9690000000000003
74,2.0,1.0,4.0,2020.0,0.9500000000000002
75,3.0,1.0,4.0,2020.0,3.6980000000000004
76,4.0,1.0,4.0,2020.0,1.016
77,5.0,1.0,4.0,2020.0,2.388
78,6.0,1.0,4.0,2020.0,-4.384
79,7.0,1.0,4.0,2020.0,-4.852
80,8.0,1.0,4.0,2020.0,11.253
81,9.0,1.0,4.0,2020.0,16.3
82,10.0,1.0,4.0,2020.0,2.9879999999999995
83,11.0,1.0,4.0,2020.0,0.40000000000000036
84,12.0,1.0,4.0,2020.0,2.899
85,13.0,1.0,4.0,2020.0,3.5860000000000003
86,14.0,1.0,4.0,2020.0,2.574
87,15.0,1.0,4.0,2020.0,4.933
88,16.0,1.0,4.0,2020.0,-3.876999999999999
89,17.0,1.0,4.0,2020.0,8.337
90,18.0,1.0,4.0,2020.0,12.336000000000002
91,19.0,1.0,4.0,2020.0,6.672000000000001
92,20.0,1.0,4.0,2020.0,1.928
93,21.0,1.0,4.0,2020.0,4.101
94,22.0,1.0,4.0,2020.0,2.031
