,hour,month,date,year,values
0,0.0,1.0,1.0,2019.0,2.9400000000000004
1,1.0,1.0,1.0,2019.0,0.9359999999999995
2,2.0,1.0,1.0,2019.0,3.412000000000001
3,3.0,1.0,1.0,2019.0,-2.2720000000000002
4,4.0,1.0,1.0,2019.0,2.2240000000000006
5,5.0,1.0,1.0,2019.0,-0.2720000000000007
6,6.0,1.0,1.0,2019.0,-11.099999999999998
7,7.0,1.0,1.0,2019.0,-14.536
8,8.0,1.0,1.0,2019.0,15.576
9,9.0,1.0,1.0,2019.0,14.876
10,10.0,1.0,1.0,2019.0,-4.188000000000001
11,11.0,1.0,1.0,2019.0,-3.5239999999999996
12,12.0,1.0,1.0,2019.0,-6.799999999999999
13,13.0,1.0,1.0,2019.0,0.08000000000000007
14,14.0,1.0,1.0,2019.0,-6.6800000000000015
15,15.0,1.0,1.0,2019.0,-3.804
16,16.0,1.0,1.0,2019.0,-22.560000000000002
17,17.0,1.0,1.0,2019.0,-10.168000000000003
18,18.0,1.0,1.0,2019.0,0.5199999999999996
19,19.0,1.0,1.0,2019.0,6.495999999999999
20,20.0,1.0,1.0,2019.0,-1.4320000000000004
21,21.0,1.0,1.0,2019.0,3.452
22,22.0,1.0,1.0,2019.0,0.6999999999999993
23,23.0,1.0,1.0,2019.0,1.5159999999999996
24,0.0,1.0,2.0,2019.0,0.6799999999999993
25,1.0,1.0,2.0,2019.0,2.928
26,2.0,1.0,2.0,2019.0,0.24399999999999977
27,3.0,1.0,2.0,2019.0,0.29200000000000115
28,4.0,1.0,2.0,2019.0,1.7680000000000002
29,5.0,1.0,2.0,2019.0,0.7280000000000002
30,6.0,1.0,2.0,2019.0,-13.323999999999998
31,7.0,1.0,2.0,2019.0,-18.348
32,8.0,1.0,2.0,2019.0,14.771999999999998
33,9.0,1.0,2.0,2019.0,13.228
34,10.0,1.0,2.0,2019.0,3.0
35,11.0,1.0,2.0,2019.0,3.4640000000000004
36,12.0,1.0,2.0,2019.0,8.18
37,13.0,1.0,2.0,2019.0,8.584
38,14.0,1.0,2.0,2019.0,4.6160000000000005
39,15.0,1.0,2.0,2019.0,6.351999999999999
40,16.0,1.0,2.0,2019.0,-0.6960000000000006
41,17.0,1.0,2.0,2019.0,-2.588000000000001
42,18.0,1.0,2.0,2019.0,11.171999999999997
43,19.0,1.0,2.0,2019.0,14.876
44,20.0,1.0,2.0,2019.0,0.3719999999999999
45,21.0,1.0,2.0,2019.0,3.952
46,22.0,1.0,2.0,2019.0,-0.0640000000000005
47,23.0,1.0,2.0,2019.0,2.7679999999999993
48,0.0,1.0,3.0,2019.0,3.7760000000000007
49,1.0,1.0,3.0,2019.0,2.312000000000001
50,2.0,1.0,3.0,2019.0,3.128
51,3.0,1.0,3.0,2019.0,3.604
52,4.0,1.0,3.0,2019.0,1.6040000000000005
53,5.0,1.0,3.0,2019.0,-3.0839999999999996
54,6.0,1.0,3.0,2019.0,-14.467999999999998
55,7.0,1.0,3.0,2019.0,-12.612000000000002
56,8.0,1.0,3.0,2019.0,15.119999999999997
57,9.0,1.0,3.0,2019.0,17.54
58,10.0,1.0,3.0,2019.0,1.9719999999999995
59,11.0,1.0,3.0,2019.0,6.379999999999999
60,12.0,1.0,3.0,2019.0,6.064000000000001
61,13.0,1.0,3.0,2019.0,2.5199999999999996
62,14.0,1.0,3.0,2019.0,9.395999999999999
63,15.0,1.0,3.0,2019.0,4.479999999999999
64,16.0,1.0,3.0,2019.0,-8.032
65,17.0,1.0,3.0,2019.0,-2.8040000000000003
66,18.0,1.0,3.0,2019.0,5.436
67,19.0,1.0,3.0,2019.0,8.272
68,20.0,1.0,3.0,2019.0,5.263999999999999
69,21.0,1.0,3.0,2019.0,-0.6999999999999995
70,22.0,1.0,3.0,2019.0,3.432
71,23.0,1.0,3.0,2019.0,-2.524000000000001
72,0.0,1.0,4.0,2019.0,2.8320000000000003
73,1.0,1.0,4.0,2019.0,2.5160000000000005
74,2.0,1.0,4.0,2019.0,-0.17999999999999972
75,3.0,1.0,4.0,2019.0,3.524000000000001
76,4.0,1.0,4.0,2019.0,-0.6800000000000002
77,5.0,1.0,4.0,2019.0,1.6999999999999997
78,6.0,1.0,4.0,2019.0,-12.388000000000002
79,7.0,1.0,4.0,2019.0,-13.736
80,8.0,1.0,4.0,2019.0,11.936
81,9.0,1.0,4.0,2019.0,19.808
82,10.0,1.0,4.0,2019.0,2.103999999999999
83,11.0,1.0,4.0,2019.0,-2.995999999999999
84,12.0,1.0,4.0,2019.0,0.7880000000000003
85,13.0,1.0,4.0,2019.0,3.0520000000000005
86,14.0,1.0,4.0,2019.0,1.4639999999999995
87,15.0,1.0,4.0,2019.0,4.616
88,16.0,1.0,4.0,2019.0,-12.231999999999998
89,17.0,1.0,4.0,2019.0,2.6639999999999997
90,18.0,1.0,4.0,2019.0,10.868000000000004
91,19.0,1.0,4.0,2019.0,7.484000000000001
92,20.0,1.0,4.0,2019.0,0.42399999999999993
93,21.0,1.0,4.0,2019.0,3.944
94,22.0,1.0,4.0,2019.0,1.2160000000000002
95,23.0,1.0,4.0,2019.0,3.6359999999999997
96,0.0,1.0,5.0,2019.0,2.471999999999999
97,1.0,1.0,5.0,2019.0,-5.663999999999999
98,2.0,1.0,5.0,2019.0,2.524000000000001
99,3.0,1.0,5.0,2019.0,0.35199999999999987
100,4.0,1.0,5.0,2019.0,1.9079999999999986
101,5.0,1.0,5.0,2019.0,-0.7679999999999993
102,6.0,1.0,5.0,2019.0,-10.944000000000003
103,7.0,1.0,5.0,2019.0,-13.412000000000003
104,8.0,1.0,5.0,2019.0,16.468
105,9.0,1.0,5.0,2019.0,17.396
106,10.0,1.0,5.0,2019.0,1.8719999999999999
107,11.0,1.0,5.0,2019.0,0.5039999999999996
108,12.0,1.0,5.0,2019.0,3.639999999999999
109,13.0,1.0,5.0,2019.0,4.911999999999998
110,14.0,1.0,5.0,2019.0,6.919999999999999
111,15.0,1.0,5.0,2019.0,6.364
112,16.0,1.0,5.0,2019.0,-14.936000000000003
113,17.0,1.0,5.0,2019.0,-6.760000000000002
114,18.0,1.0,5.0,2019.0,8.852
115,19.0,1.0,5.0,2019.0,5.308
116,20.0,1.0,5.0,2019.0,2.055999999999999
117,21.0,1.0,5.0,2019.0,1.0599999999999996
118,22.0,1.0,5.0,2019.0,0.027999999999999137
119,23.0,1.0,5.0,2019.0,3.784
120,0.0,1.0,6.0,2019.0,-0.14400000000000057
121,1.0,1.0,6.0,2019.0,4.692000000000001
122,2.0,1.0,6.0,2019.0,1.008
123,3.0,1.0,6.0,2019.0,3.884
124,4.0,1.0,6.0,2019.0,-6.416
125,5.0,1.0,6.0,2019.0,1.1839999999999997
126,6.0,1.0,6.0,2019.0,-12.943999999999999
127,7.0,1.0,6.0,2019.0,-16.876
128,8.0,1.0,6.0,2019.0,18.008
129,9.0,1.0,6.0,2019.0,24.531999999999996
130,10.0,1.0,6.0,2019.0,-0.03200000000000092
131,11.0,1.0,6.0,2019.0,0.8720000000000017
132,12.0,1.0,6.0,2019.0,-1.9439999999999995
133,13.0,1.0,6.0,2019.0,5.576
134,14.0,1.0,6.0,2019.0,2.1240000000000006
135,15.0,1.0,6.0,2019.0,2.4160000000000004
136,16.0,1.0,6.0,2019.0,0.02400000000000091
137,17.0,1.0,6.0,2019.0,2.155999999999997
138,18.0,1.0,6.0,2019.0,10.187999999999997
139,19.0,1.0,6.0,2019.0,5.6160000000000005
140,20.0,1.0,6.0,2019.0,2.08
141,21.0,1.0,6.0,2019.0,2.316
142,22.0,1.0,6.0,2019.0,-0.9719999999999986
143,23.0,1.0,6.0,2019.0,3.46
144,0.0,1.0,7.0,2019.0,1.2600000000000002
145,1.0,1.0,7.0,2019.0,0.8640000000000003
146,2.0,1.0,7.0,2019.0,2.3120000000000003
147,3.0,1.0,7.0,2019.0,-1.0079999999999996
148,4.0,1.0,7.0,2019.0,2.8679999999999994
149,5.0,1.0,7.0,2019.0,2.2880000000000003
150,6.0,1.0,7.0,2019.0,-15.588
151,7.0,1.0,7.0,2019.0,-8.792
152,8.0,1.0,7.0,2019.0,12.740000000000002
153,9.0,1.0,7.0,2019.0,20.303999999999995
154,10.0,1.0,7.0,2019.0,-3.0719999999999974
155,11.0,1.0,7.0,2019.0,-6.403999999999998
156,12.0,1.0,7.0,2019.0,5.940000000000003
157,13.0,1.0,7.0,2019.0,8.408000000000001
158,14.0,1.0,7.0,2019.0,3.596
159,15.0,1.0,7.0,2019.0,2.4239999999999995
160,16.0,1.0,7.0,2019.0,-13.183999999999997
